vi. 冒险(投机),也许碰巧她在家。,为什么不冒险试下呢？,没别的办法，我们只能冒险一试了,,,,,,,,,
,,,,,,,,,,,,
rude,It's strange for her to be so rude.,"`Do you consider yourself a rude person?' `Certainly not!'
                                                        
                                                    ",It's rude to snatch.,,,,,,,,,
"adj. 粗鲁的, 无礼的",真奇怪，她竟然会如此粗暴无礼。,｀你认为你是个粗鲁的人吗?＇｀当然不是!＇,你争我夺是粗鲁的行为.,,,,,,,,,
,,,,,,,,,,,,
manner,This fresco is typical of the painter's early manner.,"What manner of person is she?
                                                        
                                                    ",It is bad manners to interrupt.,,,,,,,,,
"n. 方式, 举止, 方法, 礼貌, 风格",这幅壁画法是这个画家典型的早期风格,她是什么样的人?,打断别人说话是不礼貌的。,,,,,,,,,
,,,,,,,,,,,,
scream,I pressed the accelerator until the engine screamed.,She screamed herself hoarse.,The boy was screaming with pain.,,,,,,,,,
"n. 尖叫声
v. 尖叫, 大笑",我猛踩油门踏板，发动机发出了尖利的声音。,她把嗓子喊哑了。,这男孩痛得尖叫起来。,,,,,,,,,
,,,,,,,,,,,,
genuine,"It appears to be genuine, but I have my suspicions (about it).","Viewed from the outside, the company seemed genuine.",Genuine racial equality still seems light-years away.,,,,,,,,,
"adj. 真正的,真实的,诚恳的","这看来好像是真的, 不过我（对此）有怀疑.","从外表上看, 这家公司倒像是真的.",真正的种族平等似乎仍遥遥无期.,,,,,,,,,
,,,,,,,,,,,,
rag,He wrapped a clean rag around his ankle.,I read it in the local rag.,I don't like the local rag.,,,,,,,,,
"n. 破布； 碎布； 破旧衣服； 碎片；（格调低下的）报纸，小报
vt. 嘲笑，捉弄； 糟蹋，欺负； 指责，欺负人",他把一小块乾净的布缠住脚腕.,我从本地的报纸上看到了这条消息。,我不喜欢本地报纸.,,,,,,,,,
,,,,,,,,,,,,
in rags,He was clad in rags.,Better go to heaven in rags than to hell in embroidery.,"Walking in the street, I often see beggars in rags.",,,,,,,,,
 穿着破衣服，衣衫褴褛,他衣衫褴褛。,[谚]宁可空而有志，不可富而失节。,走在街上时，我经常可以看到一些衣衫褴褛的乞丐。,,,,,,,,,
,,,,,,,,,,,,
indeed,The future of this firm will be very bleak indeed if we keep losing money.,"Indeed he has a solemn face, but he is very humorous at heart.","I was annoyed, indeed furious, over what happened.",,,,,,,,,
"adv. 的确, 真正地, 事实上",要是我们继续亏本的话，这家公司的前途会非常黯淡。,他的确有一副严肃的脸孔，但内心却是很富幽默感。,出了这件事我很不痛快，实际上是愤怒已极。,,,,,,,,,
,,,,,,,,,,,,
as for,"As for you, you ought to be ashamed of yourself.","As for the hotel, it was very uncomfortable and miles from the sea.","As for you, I don't think you have to go in person.",,,,,,,,,
" 至于, 关于","至於你, 你应该感到惭愧.","至於旅馆呢, 非常不舒服, 而且离海边有好几里地.","你嘛, 就不用亲自去了.",,,,,,,,,
,,,,,,,,,,,,
bow,I'm bowing out of this scheme I don't approve of it.,"After thirty years in politics, he is finally bowing out.",Every one bowed as the Queen walked into the room.,,,,,,,,,
"n. 弓,船头,鞠躬，蝴蝶结，两手准备
vi. 鞠躬, 成弓形，弯腰, 首次上演，屈服，听从，尊重
vt. 重压，弯曲，",我退出这个计划－－我不同意它。,他从政三十年之後，终於决定退出政坛。,女王走进房间时，每个人都鞠躬致敬。,,,,,,,,,
,,,,,,,,,,,,
barber,"He is a man of parts; he is either a repairman, or a carpenter, either a barber or a good tailor.",I hope I remember to ask the barber not to cut my hair too short.,I had my hair cut at the barber's yesterday.,,,,,,,,,
n. 理发师,他是一个多面手，既是修理工，也是木匠，既是一个理发师，也是一个好裁缝。,我希望我记得要要求理发师不要把我的头发理得太短。,我昨天在理发店里理了发。,,,,,,,,,
,,,,,,,,,,,,
Unit,Cubit is an ancient unit of length.,This textbook has twenty units.,There's a rumour floating around of a new job in the unit.,,,,,,,,,
"n. 单位, 单元",腕尺是古代的一种长度单位。,这本课本有二十单元。,这个部门盛传有个新工作要聘人.,,,,,,,,,
,,,,,,,,,,,,
astronomy,Physics and astronomy are cognate sciences.,I have no interest in astronomy.,He is an expert in astronomy.,,,,,,,,,
n. 天文学,物理学和天文学是相关联的科学.,我对天文学不感兴趣。,他是个天文学专家。,,,,,,,,,
,,,,,,,,,,,,
system,"Do you know how to log in to the system?
                                                        
                                                    ",She just blames it all on the system.,"What are the difference between the American and British systems of government?
                                                        
                                                    ",,,,,,,,,
"n. 系统,体系,制度,体制",你知道怎么登录进入这个系统吗？,她把这全归咎于制度。,英美两国的政府体制有什么不同？,,,,,,,,,
,,,,,,,,,,,,
solar system,"The branch of astronomy that deals with the planets, satellites, and meteors of the solar system.","The planets of our solar system are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune.",For years this probe sent back amazing pictures of the outer planets in our solar system before sailing off into space.,,,,,,,,,
 太阳系,行星学天文学的一个分支，研究太阳系中的行星、卫星和流星,我们太阳系的行星有水星、金星、地球、火星、木星、土星、天王星、海王星。,几年以来，旅行者号在它飞行到星际空间之前，发送回了我们太阳系边缘部行星的令人惊奇的图片。,,,,,,,,,
,,,,,,,,,,,,
religion,Crescent is a sign of the Muslim religion.,Jesus was the founder of the Christian religion.,I am unconcerned with questions of religion or morality.,,,,,,,,,
n. 宗教;宗教信仰,新月形是伊斯兰教的象征。,耶稣是基督教的创始人。,我对宗教问题和道德问题不感兴趣。,,,,,,,,,
,,,,,,,,,,,,
theory,In this way they can better apply theory to practice.,Only in 1687 did he at last publish his new theory.,Not everyone can understand Einstein's Theory of Relativity.,,,,,,,,,
"n. 理论,原则,看法,推测",这样他们就能更好地把理论运用到实践中去。,终于在一六八七年他发表了他的新理论。,不是每个人都能读懂爱因斯坦的相对论的。,,,,,,,,,
,,,,,,,,,,,,
atom,Scientists have unlocked the secret of the atom.,An atom bomb would destroy a city.,H atom.,,,,,,,,,
n. 原子,科学家已经揭开了原子的秘密。,一颗原子弹可以摧毁一座城市。,H原子,,,,,,,,,
,,,,,,,,,,,,
billion,The population of this country is more than one billion.,Some computers can perform over a billion computation a second.,"The human brain contains several billion nerve cells, which are connected with one another by fine nerves.",,,,,,,,,
"n. 十亿,大量
adj. 大量的",这个国家人口数超过十亿。,有些计算机一秒钟能完成超过十亿次运算。,人类的大脑含有几十亿个神经细胞，这些细胞由纤细的神经将彼此连接起来。,,,,,,,,,
,,,,,,,,,,,,
globe,Her travels had taken her to every quarter of the globe.,Magellan was the first person to circumnavigate the globe.,Her fame has reached the most far-flung corners of the globe.,,,,,,,,,
"n. 地球, 地球仪, 球体",她游遍了世界各地.,麦哲伦是第一个环球航行的人.,她已名扬四海.,,,,,,,,,
,,,,,,,,,,,,
violent,Violent crime is only one of the maladies afflicting modern society.,Violent criminals like that are a danger to society.,One must deplore their violent behavior.,,,,,,,,,
"adj. 暴力的,猛烈的,极端的,曲解的",暴力犯罪仅仅是危害社会的弊病之一。,那种暴力罪犯对社会是一种危害。,人人都会强烈反对他们的残暴行为。,,,,,,,,,
,,,,,,,,,,,,
in time,"I intended to catch the early train, but I didn't get up in time.",They learned to accept their stepmother in time.,Firemen reached the house on fire in time.,,,,,,,,,
phrase 迟早； 最后； 及时； 经过一段时间之后,我本来打算赶早班的火车，但是我起晚了。,过了一段时间之后他们学会了接受他们的继母。,消防队员及时赶到那幢失火的房子。,,,,,,,,,
,,,,,,,,,,,,
carbon,Carbon has 4 valencies.,She's a carbon copy of her sister.,Carbon has a valence of four.,,,,,,,,,
"n. 碳,灯芯,复写纸",碳的化合价是四价.,她跟她姐姐一模一样.,碳的化合价是四价.,,,,,,,,,
,,,,,,,,,,,,
atmosphere,The office is full of a happy atmosphere.,"There is an atmosphere of peace and calm in the country, quite different from the atmosphere of a big city.",The peoples are in a festal atmosphere.,,,,,,,,,
"n. 大气, 气氛，空气, 格调, 情趣, 气压",办公室里充满了欢乐的气氛。,在乡间有一种和平宁静的气氛，和大城市的气氛截然不同。,各族人民都沉浸在节日的气氛之中。,,,,,,,,,
,,,,,,,,,,,,
unlike,"A person, unlike a machine, is not replaceable.","He managed to finish the race, unlike more than half of the competitors.","Unlike his brother, he has a good sense of humor.",,,,,,,,,
"adj. 不同的, 不相似的
prep. 不像, 和...不同",人和机器不同，是不可替代的。,他在比赛中坚持跑完了全程，不像大部分选手那样半途而废。,和他兄弟不同，他有种幽默感。,,,,,,,,,
,,,,,,,,,,,,
fundamental,"But on this question, the two leaders have very fundamental differences.",Our constitution embodies all the fundamental principles of democracy.,The fundamental problem lies in their inability to distinguish between reality and invention.,,,,,,,,,
"adj. 基本的,根本的,重要的
n. 基本原理,基础",但在这个问题上，两位领导人有着根本性的分歧。,我们的宪法体现了民主的所有基本原则。,最根本的问题在于他们无法分清现实和虚构。,,,,,,,,,
,,,,,,,,,,,,
harmful,Drunkenness is harmful to our health.,Smoking is harmful to one's health.,Sighing for sorrow can be harmful.,,,,,,,,,
adj. 有害的,醉酒对我们的身体有害。,吸烟对健康有害。,悲伤叹息会伤害身体.,,,,,,,,,
,,,,,,,,,,,,
acid,I am doing an experiment of neutralizing acid.,Acids react with bases to form salts.,The acid burnt a hole in the carpet.,,,,,,,,,
"adj. 酸的
n. 酸, 酸味物质",我在做一个中和酸的实验。,酸与碱反应生成盐。,酸把地毯烧了个洞。,,,,,,,,,
,,,,,,,,,,,,
chain,He detached a link from a chain.,The slump on Wall Street set up a chain reaction in stock markets around the world.,a chain of coincidences.,,,,,,,,,
"n. 链,连锁,束缚
vt. 用铁链锁住,束缚,囚禁",他从链子上拆下一个链环。,华尔街金融滑坡引起世界股票市场的连锁反应。,一连串的巧合,,,,,,,,,
,,,,,,,,,,,,
multiply,These creatures can multiply quickly.,We must multiply our efforts to clear up the mystery.,Four multiplied by seven is twenty-eight.,,,,,,,,,
"vt. 乘,增加
vi. 扩大,繁衍,做乘法
adv. 多样地,多重地",这些动物能迅速繁殖。,我们必须加倍努力来澄清这一神秘的事件。,7乘4等于28。,,,,,,,,,
,,,,,,,,,,,,
oxygen,Water contains hydrogen and oxygen.,Oxygen masks are used in aircraft only in emergencies.,Hydrogen and oxygen are gases.,,,,,,,,,
"n. 氧,氧气",水含有氢和氧。,飞机上的氧气面具只用於紧急情况.,氢和氧是气体。,,,,,,,,,
,,,,,,,,,,,,
lay eggs,Most fish reproduce themselves by laying eggs.,A hen kept for laying eggs.,"Although they can be a nuisance, moths don't feed or lay eggs inside your home.",,,,,,,,,
 下蛋,大多数鱼产卵繁殖。,下蛋鸡为生蛋而饲养的母鸡,"虽然飞蛾可能会令人厌烦，但是它们不会在你家里产卵和觅食。
",,,,,,,,,
,,,,,,,,,,,,
exist,That department has ceased to exist.,Man cannot exist without air.,"Wealth and poverty exist in every demographic category
                                                        
                                                    ",,,,,,,,,
v. 存在,那部门已不复存在.,没有空气人就不能生存。,“富裕和贫穷存在于所有人口统计分类中”,,,,,,,,,
,,,,,,,,,,,,
give birth to,It is said that James Watt's observation of steam issuing from a kettle gave birth to the idea of the steam engine.,"I gave birth to a beautiful baby girl
                                                        
                                                    ","He also remains convinced that the cost-saving ideas that first gave birth to the F-35 remain valid—commonality of spares, quick and easy replacement of components, advanced diagnostics and so on
                                                        
                                                    ",,,,,,,,,
" 产生, 生（孩子），产（仔），引起",据说，詹姆斯·瓦特对水壶蒸气的观察使他产生了发明蒸汽机的想法。,我生下一个漂亮的小女孩,他也仍然相信，首先生产F-35节约成本的想法，应保持有效地通用空间，快速简单的替补组件，高级的诊断学等等,,,,,,,,,
,,,,,,,,,,,,
thus,He forgot to turn on the radio and thus missed the program.,"It was already rather late, thus we decide to urge the customer.",Lay the pieces out thus.,,,,,,,,,
"adv. 如此,这样,因此,从而
conj. 因此,于是","他忘了打开收音机, 因此错过了那个节目。",已经相当晚了，所以我们决定催促客户。,这样摆放这些块,,,,,,,,,
,,,,,,,,,,,,
dioxide,"Carbon is an element,while carbon dioxide is a compound.",Soft drinks contain carbon dioxide.,"Carbon dioxide does not burn, nor does it support combustion.",,,,,,,,,
n. 二氧化物,"碳是一种(化学)元素,而二氧化碳则是一种化合物。",软饮料中含有二氧化碳。,"二氧化碳不能燃烧,它也不能助燃。",,,,,,,,,
,,,,,,,,,,,,
carbon dioxide,Soft drinks contain carbon dioxide.,The carbon dioxide enters the plants through tiny holes or pores on the surface of leaves.,This chemistry can produce carbon dioxide.,,,,,,,,,
 二氧化碳,软饮料中含有二氧化碳。,二氧化碳通过植物表面细小的毛孔进入。,这种化学反应能够产生二氧化碳。,,,,,,,,,
,,,,,,,,,,,,
prevent,Props were used to prevent the roof collapsing.,The car came to a halt just in time to prevent an accident.,The government tried to prevent the diminution of resources.,,,,,,,,,
v. 预防，防止，阻止,用了一些支柱以防止屋顶塌落.,汽车及时停下，避免了一场车祸。,政府试图阻止资源的减少。,,,,,,,,,
,,,,,,,,,,,,
from,Her arrest produced an immediate reaction from the press.,The dog roused a deer from the bushes.,He saved his daughter from the fire but at the cost of his own life.,,,,,,,,,
prep. 从，从……起；寄自；来自，源于,她被捕的事立刻在新闻界引起反应。,狗惊起了丛林中的一只鹿。,他牺牲了生命，把女儿从大火中救出来。,,,,,,,,,
,,,,,,,,,,,,
puzzle,She listened with a puzzled expression on her face.,Her reply puzzled me.,He stood there watching with puzzled despair.,,,,,,,,,
"n. 谜，疑问，难题，智力游戏，拼图
vt. 使困惑",她脸上带著困惑的表情在倾听著。,她的回答把我弄糊涂了。,他束手无策地站在那儿看着。,,,,,,,,,
,,,,,,,,,,,,
biology,Her school report shows that she is weak at/in arithmetic and biology.,The biology paper (ie in an examination) was a real stinker.,He specializes in biology.,,,,,,,,,
n. 生物学,从她的学习成绩单可看出她算术和生物成绩差.,生物试卷真难答.,他主修生物学。,,,,,,,,,
,,,,,,,,,,,,
biologist,"I want to be a biologist
                                                        
                                                    ","Is Darwin a biologist?
                                                        
                                                    ",The biologist stained the specimen before looking at it through the microscope.,,,,,,,,,
n. 生物学家,我想成为一个生物学家,达尔文是生物学家吗？,"那位生物学家先把标本染色, 然後再通过显微镜进行观察.",,,,,,,,,
,,,,,,,,,,,,
gravity,They are still quite unaware of the gravity of their problems.,"Arrows would continue to fly forward forever in a straight line were it not for gravity, which brings them down to earth.",He discoursed impressively on Newton's theory of gravity.,,,,,,,,,
"n. 地心引力,重力,严重,庄重,严肃",他们仍未意识到问题的严重性。,要不是重力使箭落向地面，它们将永远以直线往前飞行。,他讲述了牛顿的万有引力定律，给人以深刻的印象。,,,,,,,,,
,,,,,,,,,,,,
satellite,The bbc is hooked up with Australian television by satellite.,The equipment picked up the signal from the satellite.,Troop movements can be observed from space by a satellite.,,,,,,,,,
"n. 卫星,卫星城,随从",英国广播公司通过卫星与澳大利亚电视实行联播。,该设备收到了卫星发出的信号。,借助卫星可观察到部队的调动。,,,,,,,,,
,,,,,,,,,,,,
gentle,Joanna had a gentle retiring disposition.,The dog is so gentle that I am not afraid of it.,His stories are shot through with a gentle sadness.,,,,,,,,,
"adj. 温和的； 文雅的； 高尚的
vt. 使温和； 使驯服
n. 蛆； 饵",乔安娜性格温柔而腼腆。,这只狗如此温驯，因此我不感到害怕。,他的小说充满了淡淡的忧伤。,,,,,,,,,
,,,,,,,,,,,,
physicist,He can not be a physicist.,I think he's a physicist or something of that nature.,He is a physicist of the first rank.,,,,,,,,,
n. 物理学家，自然科学家,他不可能是个物理学家。,我想他大概是物理学家或那一类的人.,他是一流的物理学家.,,,,,,,,,
,,,,,,,,,,,,
block out,That wall blocks out all the light.,Block out this unimportant detail at the top of your picture.,She accuses me of having blocked out the past.,,,,,,,,,
" 封闭，画出草图, 蔽光",那堵墙把光线都遮住了。,在底片上把图象上部的这个不重要的细节涂没。,她指责我忘记了过去。,,,,,,,,,
,,,,,,,,,,,,
climate,I hope you will recover soon under this healthful climate.,The small city has the climate that is changeable in the extreme.,She adapted herself quickly to the new climate.,,,,,,,,,
"n. 气候, 风气, 气氛",我希望在这种有益健康的气候下，你会很快地康复起来。,这个小城有极端变化莫测的天气。,她很快就适应了这种新气候。,,,,,,,,,
,,,,,,,,,,,,
crash,The great financial crash in 1929 ruined international trade.,The rocks crashed (down) onto the car.,He crashed his car (into a wall).,,,,,,,,,
"v. 撞碎, 猛使...破碎, 迫降，发出巨响
n. 轰隆声, 猛撞, 崩溃, 破产, 垮台
adj. 速成的
n. 粗布",1929年的经济大萧条摧毁了国际贸易.,岩石轰隆一声砸在汽车上.,他把汽车撞（到墙上）了.,,,,,,,,,
,,,,,,,,,,,,
spaceship,The spaceship is already being counted down.,Yet another spaceship has been sent up recently.,There are five spacemen in the spaceship.,,,,,,,,,
n. 宇宙飞船,宇宙飞船已在进行倒计时。,最近又发射了一艘宇宙飞船.,宇宙飞船里有五个飞行员。,,,,,,,,,
,,,,,,,,,,,,
pull,Her remark pulled me up short.,He has a lot of pull with the managing director.,She pulled the van to the left to avoid a dog.,,,,,,,,,
"n. 拉,拖,拉绳,影响
vi. 拔,拉,拖,扳动
vt. 拉,拔",我听到她的话後一下子愣住了。,他对总经理有很大的影响力。,她把客货车向左一闪以免轧著狗。,,,,,,,,,
,,,,,,,,,,,,
essen,He revealed that recently there was a meeting in Essen of around 20 of Germany's economic think-tanks.,,,,,,,,,,,
 埃森[德意志联邦共和国西部城市],He revealed that recently there was a meeting in Essen of around 20 of Germany&#39;s economic think-tanks.,,,,,,,,,,,
,,,,,,,,,,,,
cheer up,Cheer up! I'm sure you'll feel better tomorrow.,Cheer up! Things are not so bad as they seem.,"Try and cheer up a bit; life isn't that bad!
                                                        
                                                    ",,,,,,,,,
"vi. 使高兴起来
vt. 使高兴, 使振奋",振作起来！我肯定你明天会好些的。,振作起来！情况并不象看上去那样糟。,"想办法高兴点儿, 生活并不是那麽糟!",,,,,,,,,
,,,,,,,,,,,,
float,"Pay attention to your float!
                                                        
                                                    ",The smell  floated   away.,The logs floated down the river.,,,,,,,,,
"n. 漂流物,装有轮子的展台或平板车,企业的日常零钱
vi. 漂浮,游荡,飘
vt. 使漂浮
vt. 提出（建议），提请（计划）
vt. （公司或企业）发行，（股票）上市
vt. （使货币／汇率）自由浮动",注意你的浮子！,味道飘走了,木头在河上放流。,,,,,,,,,
,,,,,,,,,,,,
mass,A liter of gas has less mass than a liter of water.,Crowds massed along the road where the king would pass.,A great mass of rock had fallen from the cliff and now blocked the road.,,,,,,,,,
"n. 块,大量,众多
adj. 群众的,大规模的
v. 集中
n./pl. 群众，民众
n. （Mass）弥撒",一公升气体的质量少于一公升水的质量。,群众聚集在国王要经过的街道旁。,一大堆岩石从悬崖上掉了下来，堵塞了道路。,,,,,,,,,
,,,,,,,,,,,,
now that,She is much more mobile now that she has a car.,"Now that you are a college student, you should learn to be independent of your parents' help.","Now that you are grown up, you should not rely on your parents.",,,,,,,,,
" 既然, 由于",她现在出去方便多了，她有了一辆汽车。,既然你已是个大学生了，就应当学着独立，不靠父母的帮助。,既然你长大了，就不应该依靠你的父母。,,,,,,,,,
,,,,,,,,,,,,
break out,"When did the world war II break out?
                                                        
                                                    ",The Lugouqiao Incident broke out in 1937.,The prophet said that war will break out.,,,,,,,,,
 (战争、火灾等)爆发，逃脱,第二次世界大战什么时候爆发？,卢沟桥事变在1937年爆发。,先知预言战争将爆发。,,,,,,,,,
,,,,,,,,,,,,
watch out,Watch out! There's a car coming.,The staff were asked to watch out for forged banknotes.,"Watch out here comes the law!
                                                        
                                                    ",,,,,,,,,
" 当心, 提防",小心! 汽车来了。,已经要求职员留意伪钞。,注意--警察来了！,,,,,,,,,
,,,,,,,,,,,,
Unit,Cubit is an ancient unit of length.,This textbook has twenty units.,There's a rumour floating around of a new job in the unit.,,,,,,,,,
"n. 单位, 单元",腕尺是古代的一种长度单位。,这本课本有二十单元。,这个部门盛传有个新工作要聘人.,,,,,,,,,
,,,,,,,,,,,,
quiz,Match your skill against the experts in this quiz.,The Cambridge team were too much for the Oxford team in the quiz.,We will have a quiz tomorrow morning.,,,,,,,,,
"n. 随堂测验,恶作剧,古怪的人
vt. 恶作剧,提问",在这一测验中你与专家较量一下技巧吧。,"在智力竞赛中, 剑桥队远胜牛津队.",我们明天早晨进行一个小测验。,,,,,,,,,
,,,,,,,,,,,,
Canadian,He is a Canadian.,He knew a Canadian and often had him to his house.,The expedition suffered all the rigors of a Canadian winter.,,,,,,,,,
"adj. 加拿大的，加拿大人的
n. 加拿大人",他是加拿大人.,"他认识一位加拿大人,常常请他到家里来.",这支探险队饱受了加拿大严冬的折磨。,,,,,,,,,
,,,,,,,,,,,,
rime,The field was covered with rime in the early morning.,"Rime
                                                        
                                                    ",Each Chinese syllable is divided into two parts: onset and rime.,,,,,,,,,
"n. 白霜
vt. 使蒙上霜",清晨地里覆盖着一层白霜。,白霜，冰霜第四层天赋,"每个中文音节都由两部分组成： 声母和韵母。
",,,,,,,,,
,,,,,,,,,,,,
minister,The minister has indicated that he may resign next year.,The minister can only act in this matter with the sanction of Parliament.,Convention dictates that a minister should resign in such a situation.,,,,,,,,,
"n. 大臣； 部长； 公使； 牧师
vi. 辅助，服侍； 执行牧师职务",该大臣已示意他明年可能辞职.,部长只有得到国会批准才能就此事采取行动。,依照常规大臣在这种情况下应该辞职.,,,,,,,,,
,,,,,,,,,,,,
prime minister,"To hear him talk, you'd think he was Prime Minister.",The Prime Minister refused to comment on the rumor he had planned to resign.,The prime minister was a mere tool in the hands of the country's president.,,,,,,,,,
"n. 总理, 首相","听他谈话(那口气), 你会以为他是首相呢。",首相拒绝对他准备隐退的谣传做任何评论。,那个总理只不过是该国总统的马前卒.,,,,,,,,,
,,,,,,,,,,,,
rather than,These are political rather than social matters.,I think I'll have a cold drink rather than coffee.,"Why didn't you ask for help, rather than trying to do it on your own?
                                                        
                                                    ",,,,,,,,,
"conj. 宁可...也不愿(与其...倒不如,而不是)",这是政治问题而不是社会问题。,我想要冷饮，不要咖啡。,你干吗非得自己干，而不请人帮忙？,,,,,,,,,
,,,,,,,,,,,,
continent,The Antarctica is a continent centered roughly on the South Pole.,The best 100 universities are located in the America continent.,"Asia is the biggest continent in the world
                                                        
                                                    ",,,,,,,,,
"n. 大陆, 洲, (the Continent)欧洲大陆",南极洲是一片大致以南极为中心的大陆。,最好的一百所大学集中在美洲大陆。,亚洲是世界上最大的洲,,,,,,,,,
,,,,,,,,,,,,
baggage,Baggage loaded onto an aircraft must be evenly distributed.,Our baggage has cleared customs.,a baggage handler; baggage claim.,,,,,,,,,
n. 行李,飞机载运的行李应均匀放置在各个部位.,我们的行李已通过海关检查.,包裹装卸机；过多的要求,,,,,,,,,
,,,,,,,,,,,,
chat,Ask him to stop by for a chat.,"It is pleasant to chat with friends, and with no chat is it more pleasant than with close friends.","I want to chat with you
                                                        
                                                    ",,,,,,,,,
"n. 聊天,闲谈
vt./vi. 谈天,闲谈",请他来坐坐，聊聊天。,和朋友聊天是愉快的，而这种情形没有比和知己的朋友聊天更为愉快。,我想和你聊天,,,,,,,,,
,,,,,,,,,,,,
scenery,We admired the splendor of the mountain scenery.,The scenery is too beautiful for words.,The scenery was beautiful beyond description.,,,,,,,,,
"n. 布景,风景,背景",我们赞赏着壮丽的山景。,风景优美，非文字所能形容。,那风景美丽得难以形容.,,,,,,,,,
,,,,,,,,,,,,
eastward,The road sweeps eastward.,The hospital is on the eastward slope of the hill.,I went out and wandered eastward.,,,,,,,,,
"adj. 向东的
adv. 向东",那条路向东伸展。,医院在小山的东坡。,我出去向东信步走去。,,,,,,,,,
,,,,,,,,,,,,
westward,They went westward.,We live on the westward slope of the hill.,"As you travel westward, does the land get higher or lower?
                                                        
                                                    ",,,,,,,,,
"n. 西方, 西部
adj. 西方的, 向西的
adv. 向西",他们向西走了。,我们住在这座山的西山坡.,当你向西旅行时，地势是否变得越来越高还是越来越低？,,,,,,,,,
,,,,,,,,,,,,
upward,flying upward.,Upward pressure from underlying magma domes the surface.,The production of their factory goes steadily upward.,,,,,,,,,
"adj. 向上的, 上升的
adv. 向上, 上升",向上飞行,地下岩浆的向上推力使地面成圆顶形。,他们工厂的生产稳步上升。,,,,,,,,,
,,,,,,,,,,,,
surround,Troops have surrounded the town.,The house was surrounded by high walls.,They have surrounded the town with troops.,,,,,,,,,
"n. 环绕物
vt. 包围,环绕",部队已将该城包围.,房子的四周有高墙.,他们出动军队包围了该城.,,,,,,,,,
,,,,,,,,,,,,
Harbour,Harbour lights were blinking on the horizon.,All the ships stayed in the harbour during the storm.,They brought the boat into the harbour and dropped (the) anchor.,,,,,,,,,
"vi. 藏匿；入港停泊；庇护
vt. 庇护；藏匿；入港停泊
n. 海港（等于harbor）；避难所",海港的灯火在水平线上闪烁著.,所有的船在暴风雨期间停在港口。,他们把船开进海港下锚停泊.,,,,,,,,,
,,,,,,,,,,,,
harbor,The bombers made a sudden strike on the harbor.,"The disabled ship coasted the island, looking for a harbor.",The depot near the harbor was bombed by the enemy.,,,,,,,,,
"n. 海港,避难所
vt. 庇护,心怀,窝藏
vi. 进入避祸所,生存",轰炸机对这港口进行了一次突然袭击。,那艘损坏的船只在海岛沿岸航行以寻找港口。,港口附近的兵站被敌人炸毁了。,,,,,,,,,
,,,,,,,,,,,,
measure,"The pianist gave a long and varied recital, with a couple of encores for good measure.",His resignation is a measure of how angry he is.,He measured the length of the room.,,,,,,,,,
"n. 措施, 办法, 量度, 尺寸
v. 测量, 量",那钢琴家的独奏演出会时间长、节目多，还加奏了两支曲子。,从他辞职一事可见其气愤的程度。,他量了房间的长度。,,,,,,,,,
,,,,,,,,,,,,
settle down,He's of an age when he ought to settle down.,He's just a drifter he can't settle down anywhere.,One day I'll want to settle down and have a family.,,,,,,,,,
" 安下心来, 定居",他已经到了应该安顿下来的年龄了.,他不过是个流浪汉——哪儿也呆不住。,总有一天我会想安顿下来，成个家。,,,,,,,,,
,,,,,,,,,,,,
manage to do,"How do you manage to do such a thing?
                                                        
                                                    ","What did he manage to do two days later when he returned to the site?
                                                        
                                                    ","I see what you mean, but if you can manage to do it, everything will change.",,,,,,,,,
 设法做成某事,你是怎么设法做这样的事?,两天以后当他返回原址的时候他又做了什么?,我明白你的意思，但是如果你设法做成了，一切都会发生改变。,,,,,,,,,
,,,,,,,,,,,,
catch sight of,"Glancing round, he caught sight of a dark figure in the shadows.","Don't let me catch sight of you doing it again!
                                                        
                                                    ","don't let me catch sight of you doing it a gain
                                                        
                                                    ",,,,,,,,,
" 看到, 发现",他向周围扫了一眼，发现阴暗处有一个黑影。,别让我再看到你干这种事了！,别再让我看到你干这事,,,,,,,,,
,,,,,,,,,,,,
eagle,The eagle seized its prey in a tenacious grip.,The eagle poised in mid-air ready to swoop on its prey.,The eagle held a mouse in its claws.,,,,,,,,,
"n. 鹰
vt. (高尔夫）鹰击",鹰将捕获物紧紧抓住.,那鹰在半空中盘旋准备扑向猎物.,鹰用爪抓住了老鼠.,,,,,,,,,
,,,,,,,,,,,,
have a gift for,You have a gift for music.,She has a gift for music.,"lang lang has a gift for playing the piano
                                                        
                                                    ",,,,,,,,,
v. 对…有天赋,你在音乐方面有天赋．,她有音乐天赋。,郎朗对弹钢琴有天赋,,,,,,,,,
,,,,,,,,,,,,
within,We did the work within the time they had allotted to us.,Several cars are available within this price range.,This is a task well within your ability.,,,,,,,,,
"adv. 在内
n. 里面
prep. 在...里面
adj. 在里面的",我们在指定的时间内把工作做完了。,在这个价格范围内，有好几种汽车可供选购。,这完全是你力所能及的工作。,,,,,,,,,
,,,,,,,,,,,,
border,Our garden is bordered on one side by a stream.,France borders Germany along parts of the Rhine.,I lost a white handkerchief with a blue border.,,,,,,,,,
"n. 边缘
vt. 作...之疆界,加边",我们的花园有一边以小河为界。,法国沿莱茵河部分河段与德国接壤。,我丢了一块带蓝色花边的白手绢。,,,,,,,,,
,,,,,,,,,,,,
