"n. 旅程, 旅行, 行程
v. 旅行","","他对旅行作了十分生动的叙述。","他们的越洋冒险旅行引起了公众的注意。","旅程很长，但我们最后还是到达了。","踏上未知旅程的自由人","旅途中我们谁也没讲话。","这个夏天我会去乡村旅行。"

"altitude","","Some people develop altitude sickness when climbing high mountains.","At this altitude you often get strong winds.","In these altitudes snow never melts.","at what altitude are we flying?
                                                        
                                                    ","altitudes as low as 100 feet
                                                        
                                                    ","The moutain's altitude is 1913 meters."
"n. 高度,海拔,高地","","有些人在爬高山时会发生高山反应。","在这一高度，经常有大风。","在这样的高度，雪永不融化。","我们飞行高度是多少？","高度低至100英尺","这座山海拔1913米，"

"give in","","The enemy were forced to give in.","He will give in to his opponent's claim rather than wrangle over a disputed point.","Don't give in before you sucsses.","Don't give in now.","Don't give in now
                                                        
                                                    "
" 屈服, 让步，呈交","","敌人被迫投降。","他会向对手的要求让步，而不会因争议点而大声争论。","在你成功之前不要放弃。","现在先别认输。","现在先别认输"

"atlas","","Packed an atlas along with other books.","Please reach (me) the atlas down from the bookshelf.","The atlas was published by our company.","atlas is very important for geographic leaner
                                                        
                                                    ","This atlas is amazing but extremely expensive.","Atlas is a man who bear sky on his shoulders."
"n. 地图集","","把地图册和其它书堆在一起","请把那本地图册从书架上取下来（递给我）.","这个地图集是由我们公司出版的。","地图集对地理学者非常有用","这本地图集太棒了不过太贵了。","擎天神是一个肩负天空在肩膀上的人。"

"glacier","","There is a massive glacier underneath the sea level.","He showed me a drawing of the glacier.","He showed me a drawing of the glacier.","look,that glacier is getting king of close.","Rivers, oceans, and glaciers also grind away at Earth's surface."
"n. 冰河, 冰川","","海平面下有一个很大的冰川。","他给我看一张冰川图。","他给我看一张冰川图。",",","河流，海洋和冰川也在磨蚀这地球的表面。"

"Tibetan","","An experienced Tibetan climber was chosen to lead the others up the mountain.","A branch of the Sino-Tibetan language family that includes Tibetan and Burmese.","The Tibetan girl survived from the earthquake
                                                        
                                                    ","he comes from Tibetan
                                                        
                                                    "
"n./adj. 藏族(的)","","一位经验丰富的藏族登山者被挑选出来带领其他人登山。","藏缅语族汉藏语系的一个包括藏语和缅甸语的分支","那个藏族姑娘在地震中幸存了下来","他来自西藏"

"rapids","","They fell into the seething waters of the rapids.","The boat shot the rapids.","A deep, round hole worn in rock by loose stones whirling in strong rapids or waterfalls.","Rapids are a section of a river where the water moves very fast, often over rocks.","Rapids are a section of a river where the water moves very fast, often over rocks."
"n. 急流, 湍流","","他们跌进了汹涌的急流中。","那条船穿过急流。","锅穴，壶穴岩石上深深的圆洞，由于急流或瀑布的水涡带动疏松的石块旋转而成","N-PLURAL 急流；险滩 ","N-PLURAL 急流；险滩 "

"valley","","The river twines through the valley.","They traversed the valley on foot.","The valley lay at our feet.","I should be looking at farms and cottages in a valley ,with the spire of the church of our village showing in the far distance.","Everyone in their lives will meet peak and valley
                                                        
                                                    ","They had built a town in the valley."
"n. 山谷；流域；溪谷","","这条河流蜿蜒穿过山谷。","他们徒步走过这座山谷。","峡谷展现在我们的脚下.","我面前应该是一个山谷，有农场和房舍，还可以望见老家村子里的教堂的尖顶。","每个人的人生中都有顶峰和低谷","他们已经在山谷中建立一座城镇。"

"waterfall","","The waterfall is wearing away the rocks.","The waterfall makes a sheer drop of one thousand feet.","A large or high waterfall.","and I think it means &quot;little waterfall,&quot; or &quot;big pond&quot; or something.","the waterfall is beauterful !
                                                        
                                                    ","The waterproof material is suitable for the aerial used near the waterfall."
"n. 瀑布","","瀑布不断地冲蚀着岩石。","瀑布从一千英尺的高处直泻而下.","大瀑布或高瀑布"," 我想那意思是“小瀑布”或者“大池塘”或者其他什么。","这瀑布美极了！","这种耐水材料适合用在瀑布附近的天线."

"pace","","She works so fast that I can't keep pace with her.","The lion paced the floor of his cage restlessly.","The film director put the new actor through his paces.","the pace of life  =  the tempo of life
                                                        
                                                    ","He is forever talking about the friendly people,the clean atmosphere ,the closeness to nature and the gentle pace of living.","She works so fast that I can't keep pace with her."
"n. 速度,步调,步伐
vt. 踱步,调整节奏
vi. 缓慢地走","","她工作得很快，我跟不上她的速度。","狮子烦躁地在兽笼里走来走去。","电影导演测试了一下那位新演员的演技。","生活节奏","他滔滔不绝地大谈友好的人民，洁净的空气，贴近大自然的环境有悠闲的生活节奏。","她工作得很快，我跟不上她的速度。"

"bend","","The branch bent but didn't break when the boy climbed along it.","They refused to bend to the hijackers' demands.","The stream takes a sudden bend to the east.","bend allowance
                                                        
                                                    ","Walking along the road and turn right ,a bend in the end of the road is our school
                                                        
                                                    ","to bend anothers will to ones wishes
                                                        
                                                    "
"v. 弯曲, 屈服
n. 弯曲(物), 弯道","","那男孩爬上树枝时，树枝弯曲了，但是没有折断。","他们拒绝屈从于劫机者的要求。","小溪突然转向东流。","弯曲余度","Walking along the road and turn right ,a bend in the end of the road is our school","使别人的意志屈从于自己的愿望"

"meander","","The small river meandered in lazy curves down the centre.","His talk appears to meander but by the end focuses attention on the true state of affairs.","The yellow river meanders along Shanxi province to the ocean.","A stream meandered towards the sea.","I meander in the park."
"n. 河流的曲折, 漫步, 迂回旅行
v. 漫谈,缓慢而弯曲地流动","","小河缓缓地绕着中心地区迤逦流过。","他的谈话看似不着边际，最终却集中到了事态的真相上来。","黄河沿山西省蜿蜒至大海。","一条小河蜿蜒地流向大海。","我漫步在公园里。"

"delta","","A river's delta usually has rich soil.","There are fertile fields in the Nile Delta.","River deltas are difficult places for map makers.","There are fertile fields in the Nile Delta.","The increasing violence stretches far beyond the Delta.","there are fertile fields in the Nile Delta
                                                        
                                                    "
"n. (河流的)三角洲","","河流的三角洲通常有肥沃的土壤。","尼罗河三角洲土地肥沃。","河流三角洲地带是让绘图者感到头疼的地方。","尼罗河三角洲有肥沃的土地。","持续上升的暴力事件延伸到三角洲地区以外","尼罗河三角洲土地肥沃"

"attitude","","As you get older, your attitude towards death changes.","It's not his work that bothers me; it's his attitude.","He has a mellow attitude to life.","what is your attitude toward this matter
                                                        
                                                    ","an study on attitude towards America
                                                        
                                                    "
"n. 态度, 看法, 姿势","","人随著年龄的增长，对死亡的看法也会有所改变。","困扰我的不是他的工作，而是他的态度。","他对生活有种成熟的看法。","你对待这件事是什么态度","一个关于对于美国态度的调查"

"Qomolangma","","The flag of China was raised on the summit of Mount Qomolangma."
"n. 珠穆朗玛峰","","五星红旗插上了珠穆朗玛峰的顶峰。"

"boil","","The kettle is boiling.","Bring the mixture to the boil, then let it simmer for ten minutes.","Give the sheets a good boil to get them white.","boil
                                                        
                                                    ","boiled down the complex document
                                                        
                                                    ","She doesn't know how to boil an egg."
"v. 沸腾,煮沸
vi. 沸腾
vt. 煮沸","","壶里的水开了。","把混合物煮至沸腾，然後再用文火煮十分钟。","把被单好好煮一煮，好让它们白一些。""forecast","","Who can forecast the future?
                                                        
                                                    ","it's hard to forecast the weather.","Despite the good weather forecast, the next morning was as wet as ever.","Listen to forecast said it will rain today, you remember to take an umbrella
                                                        
                                                    ","She forecast that he would fail.","the forecast about earthquake
                                                        
                                                    "
"n. 预测,预报
vt./vi. 预测","","谁能预言将来?","天气很难预测。","尽管预报称天气很好，但次日上午仍阴雨绵绵。","听预报说今天要下雨，你记得拿伞。","她预测他会失败。","地震预报"

"parcel","","He tied the parcel with twine.","He snipped the string and untied the parcel.","She sent me the present by parcel post.","He should be talking about food parcels
                                                        
                                                    ","He snipped the string and untied the parcel
                                                        
                                                    ","He led me into his room and hurriedly hid a large parcel under his desk."
"n. 包裹，小包
vt. 打包；捆扎","","他用细绳来捆扎包裹。","他剪断绳子，解开包裹。","她用邮包把礼物寄给了我。","他应该谈论食品问题","...","他把我带到他的房间里，很匆忙的把一个大包裹藏到桌子下。"

"insurance","","Did you claim on the insurance after your car accident?
                                                        
                                                    ","I am an insurance broker.","The accident prompted her to renew her insurance.","i have an insurance for my car.","I am an insurance worker.","He's applying for two other jobs as an insurance against not passing the interview for this one."
"n. 保险","","出了车祸后，你向保险公司要求赔偿了吗？","我是一名保险经纪人。","这一事故促使她为投保续期.","我的车上保险了","我是名经济工人","他还申请了另外两份工作, 以防这份工作面试不合格."

"wool","","She passed me a skein of wool.","She spins goat's hair into wool/spins wool from goat's hair.","From animals we get such materials as wool, silk, leather and furs.","From animals we get such materials as  wool  , silk, leather and furs
                                                        
                                                    ","The sheep of mine have very thick wool.","The wool should correspond to the standard
                                                        
                                                    "
"n. 毛线,毛织品,羊毛","","她递给我一绞毛线。","她把山羊毛纺成毛线.","从动物我们得到像羊毛、丝、皮革、与毛皮这样的材料。","从动物我们得到像羊毛、丝、皮革、与毛皮这样的材料。","我家绵羊的毛很厚。","羊毛应该符合标准"

"as usual","","Doubtless he'll be bringing his guitar, as usual.","You're late, as usual.","The poor woman went to work as usual.","I got up at six that morning as usual.","I go to school as usual
                                                        
                                                    ","I went to the work as usual."
" 像往常一样, 照例","","他很可能跟平常一样会带吉他来.","你像平常一样又迟到了.","那可怜的女人照常去上班。","像往常一样那天早上我六点起床。","我和往常一样去上学","我经常去上班"

"reliable","","A reliable car is worth its weight in gold.","I will warrant him an honest and reliable fellow.","She may be slow but at least she's reliable.","The manager thought he was a reliable person and told him all about the new plan.","She may be slow but at least she's reliable .","The manager thought he was a reliable person and told him all about the new plan
                                                        
                                                    "
"adj. 可靠的,可信的","","靠得住的汽车就是无价之宝.","我可以保证他是一个诚实可靠的人.","她迟钝是迟钝, 但无论如何她很可靠.","经理认为他是一个可靠的人, 并把关于新计划的全部内容都告诉了他。","她有些迟钝，但是她至少可靠","经理认为他是一个可靠的人, 并把关于新计划的全部内容都告诉了他。"

"view","","The valley was hidden from view in the mist.","His view of life is different from yours.","used binoculars to get a better view.","bird's-eye view
                                                        
                                                    ","We will go and view the house before we buy it
                                                        
                                                    ","There's a fine view of the lake from our hotel window."
"n. 视野,风景,见解,方法,检查
vt. 把...视为,看,考虑","","溪谷隐没在雾霭之中，看不见了。","他的人生观与你的不同。","用双目望远镜进行更好的检查","鸟瞰","在买房前我们先去看一看房子。","从我们旅馆的窗口可以看到湖的美丽风光。"

"yak","","A domesticated yak, used as a work animal or raised for meat and milk.","She just kept yakking on.","people keep yakking about the loathsome weather
                                                        
                                                    ","No one needs to pay attention to what’s on the screen; everyone’s already yakked it to death on iPhones."
"n. 牦牛
n. &lt;俚&gt;高声大笑，玩笑
n. 喋喋不休
vi. 喋喋不休","","牦牛一种家用牦牛，用作干活的牲畜或为其肉和奶而饲养","她只是一个劲地东拉西扯。","人们对坏天气喋喋不休","没有人需要关注银屏上正在发生的事情，每个人都已经在iPhone上喋喋不休起来了。"

"pillow","","He smothered the baby with a pillow.","He fell asleep as soon as he touched the pillow.","My daughter asked me to buy her a pillow stuffed with feathers.","I sleep without pillow
                                                        
                                                    ","let the pillow under the sunshine
                                                        
                                                    ","I want to consult with my pillow before I take a decision."
"n. 枕头
vt. 枕,搁,垫","","他用枕头把婴儿闷死了.","他脑袋一碰枕头就睡着了.","我女儿请求我给她买一个羽绒枕头。","我睡觉不用枕头","晒枕头","在我做出决定前，我要好好考虑一下。"

"midnight","","The transportation took off with its cargo at midnight.","The train wrecked at midnight.","We stayed up yarning until midnight.","The amateur often work into midnight
                                                        
                                                    ","midnight
                                                        
                                                    ","The train wrecked at midnight
                                                        
                                                    "
"n. 午夜，漆黑","","运输机载着货物深夜起飞了.","这列火车半夜出轨了。","我们讲故事一直讲到半夜才睡。","这个业余爱好者经常工作到深夜","午夜","这列火车半夜出轨了"

"at midnight","","The revellersunmasked (ie took off their masks) at midnight.","Hostilities (ie Fighting) between the two sides ceased at midnight.","Please bear in mind that the train leaves at midnight."
" 在半夜","","狂欢的人在午夜摘下了面具。","双方在午夜停止敌对行动(战斗).","记住，火车半夜离开。"

"flame","","Billows of flame swept through the forest.","The evening sky flamed with red and orange.","The candle flame flickered and went out.","The candle flame flickered and went out.","Her cheeks flamed when I spoke to her.","A flame of anger lighted in his heart."
"n. 火焰,火舌,鲜红色,光辉,恋人,怀念,辱骂信息
vi. 焚烧,爆发,面红, 发辱骂信息
vt. 用烟火发信号,用火对待,发辱骂信息","","熊熊烈火席卷森林。","傍晚天空的颜色是一片火红和橘黄相间。","烛火摇曳着，随即熄灭了。","烛火摇曳着，随即熄灭了。","当我与她说话时，她面颊通红。","他怒火中烧。"

"beneath","","Beneath that apparently calm surface is a man of fierce temper.","Snobs are usually contemptuous of people they feel to be beneath them.","Her careful make-up hides the signs of age beneath.","a great many clay pipes were found beneath the narrow streets
                                                        
                                                    ","Shall we rest in the shade beneath these trees?
                                                        
                                                    ","The sun has sunk beneath the horizon."
"adv. 在下方
prep. 在下方,在...之下","","文静的外表掩盖着的是一个火暴脾气的人。","势利者通常瞧不起他们认为地位在他们之下的人。","她的精心化妆掩饰了脂粉下面岁月刻下的痕迹。","在小街下面发现了大量的陶制管道","我们在树下阴凉处休息一下好吗？","太阳已经落到地平线下了。"

"Laos","","But, this being Laos, you only need to cross the river to forget about shops and restaurants, about modernity itself.","Laos has said the proposed dam is needed for the country's economic development because Laos could sell electricity to neighboring countries such as Thailand."
"n. 老挝国(东南亚国家)","","但是，这就是老挝，你只要过了河就可以把那些商铺餐馆和现代社会忘记得干干净净。","  "

"Laotian","","Four-fifths of Laotians are farmers."
"n. 老挝人 adj.老挝的,老挝人的,老挝语的","","五分之四的老挝人是农民。"

"temple","","The temple has been considered an example of classic design.","We reached the temple through an unfrequented mountain track.","Many adornments were carved on the temple walls.","A stone hit him on the temple.","The temple has been considered an example of classic design
                                                        
                                                    ","When we works for a long time ,we'll have a pain on our temple."
"n. 庙宇,寺院
n. 太阳穴","","人们认为这座神庙是古典式设计的范例。","我们沿着一条人迹罕至的小径到达了寺庙。","寺院的墙壁上刻著很多装饰物.","一块石头击中了他的“太阳穴”。","这座庙宇被认为是古典式设计的典范","当我们长时间工作时我们的太阳穴会痛。"

"cave","","The boys huddled together in the cave to keep warm.","We kindled a firebrand in the cave.","This cave was used by smugglers in the eighteenth century.","cave in
                                                        
                                                    ","I bet our ancestors returned home from hunting wild animals and gathering nuts, and complained about how little time they had to paint battle scenes on their cave walls.","Do you want to hide in a cave when ever you meet a trouble?
                                                        
                                                    "
"n. 山洞
v. (使)凹陷
vi. (in)塌落,倒坍","","男孩子们在山洞里挤成一团取暖。","我们在山洞里点燃火把。","这个洞穴是十八世纪走私者使用的。","倒塌","我敢打赌我们的祖先狩猎或采集果子回来后，会抱怨没有足够的时间在洞穴的墙壁上刻画他们战斗的场景。","每当你遇到麻烦你都要逃避吗？"

"earthquake","","The wall declined slightly on account of the earthquake.","The city was rased by an earthquake.","The daily flight to the city has been temporarily suspended because of the earthquake.","If necessary, people who live in the area where an earthquake is about to occur may sleep in tents.","Many people died in the earthquake disaster.","The town was destroyed by the earthquake."
"n. 地震","","墙壁因地震而倾斜。","地震把这个城市夷为平地。","因为地震，每天飞往这个城市的航班暂停了。","如有必要，生活在将要发生地震地区的人可以睡在帐篷里。","许多人在地震灾难中丧生了。","这个小镇被地震毁了。"

"quake","","The actual cause of the quake itself is the rupturing or breaking of rocks at or below the earth's surface.","There were four major quakes in this century.","The ground quaked under his feet.","When the cannon was fired, the earth quaked under his feet.","The vehicle‘s continuing quake and noise made him unable to go asleep.","The actual cause of the quake itself is the rupturing or breaking of rocks at or below the earth's surface."
"n. 地震","","地震本身的真正原因是地球表面的或地底下的岩石断裂或破裂。","本世纪有四次大的地震。","大地在他的脚下震动。","开炮时，大地在他脚下震动。","车厢的持续震动和噪音使得他无法入睡。","地震本身的真正原因是地球表面的或地底下的岩石断裂或破裂。"

"right away","","If war breaks out, we shall be called up right away.","He is ill; you should call in the doctor right away.","The storm will blow over right away.","The storm will blow over right away
                                                        
                                                    ","The storm will blow over right away save
                                                        
                                                    ","i will be there right away
                                                        
                                                    "
" 立刻, 马上","","如果战争爆发, 我们将立即被征召服役。","他病了, 你应该立即请大夫来。","暴风雨很快就会平息。","暴风雨很快就会平息","暴风雨很快就会平息","我马上就到"

"well","","Read the document well before you sign it.","The plan didn't work out very well.","The pan must be dried well before you put it away.","well!let's go shoping.","I am very well.","Issues of the day, as well as more fundamental topics such as the purpose of government or the relationship between law and freedom, could be discussed and decisions made by individuals in person."
"n. 井,源泉,楼梯井
adj. 健康的,良好的,适宜的
adv. 很好地,适当地
vi. 涌出
interj. 好吧,啊","","仔细审阅文件後方可签字。","这一计画实行起来不大满意。","这个锅用後要彻底擦乾方可收起。","好吧！去购物。","我很好。","当下的各种问题，以及如政府的目的或法律与自由的关系这类的基本问题都被讨论，并且每个人都做出自己的决定。"

"crack","","Police are cracking down on drug dealers.","The suspect cracked under questioning.","His voice cracked with emotion.","crack the code
                                                        
                                                    ","crack down on
                                                        
                                                    "
"vt. 破裂，打开； （使…）开裂； 说（笑话）； 开瓶
vi. 断裂，折断； 碎裂声，爆裂声； 镜子破裂了； 失去控制，衰退
n. 裂缝； 试图； 缝隙； （可听到响声的）重击
adj. 训练有素的； 技艺高超的； 优秀的； 一流的","","警方现对贩毒分子严惩不贷。","嫌疑分子在审问之下招供了。","由于激动，他的声音变得嘶哑。","破解密码","镇压 制裁"

"smelly","","Smelly feet are definitely a turn-off as far as I'm concerned.","He had extremely smelly feet.","Burse next burse of smelly odor float from the basement
                                                        
                                                    ","smelly feet
                                                        
                                                    ","Smell smelly，tastes tasty."
"adj. 有使人难受的气味的,臭的","","脚要是有味可真恶心人, 这是我的看法.","他的脚臭气熏天。","一阵阵的臭味从地下室飘出","臭脚","闻着臭，吃着香。"

"farmyard","","We're coming to a farmyard I suppose we can just walk through.","There is a tractor in this farmyard.","It  was  very impressing when living in the farmyard of my childhood
                                                        
                                                    ","this word&quot;farmyard&quot;is made of &quot;farm&quot;and&quot;yard&quot;,in Chinese ,means'农家场院'
                                                        
                                                    ","In rural，almost every family has a big farmyard."
"n. 农家场院","","我们来到一个农家场院--我看我们可以径直走著穿过去。","在这个农家庭院里停着一台拖拉机。","在这个农家小院里的童年生活，印象很深刻","这个单词farmyard是由farm和yard两个单词构成，用汉语来说，是“农家场院”的意思","在乡村，几乎每个家庭都有大的农家场院。"

"pipe","","The plumber went down to the cellar to fix the leaky pipe.","He rammed the tobacco into his pipe.","The exhaust pipe shot sparks.","Wind began to pipe around the tall building.","Pipe down!
                                                        
                                                    ","As soon as he saw us,he picked up a long pipe."
"n. 管,烟斗,笛
vt. 以管输送,装管道,吹奏,尖声说,拷边
vi. 吹奏管乐,尖叫","","管道工到地下室去修漏水的管子。","他把烟丝塞进烟斗。","排气管中射出了火星。","风在高层建筑四周呼啸起来。","安静下来！","他一看见我们，就拿起了长长的笛子。"

"burst","","I've eaten so much I'm bursting at the seams.","The police burst through the door.","There was a burst of laughter in the next room.","You can see that the River Stour has burst its banks
                                                        
                                                    ","my heart will burst
                                                        
                                                    ","burst into tears
                                                        
                                                    "
"n. 破裂,阵,爆发
vt./vi. 爆裂,突发","","我吃得太多了，肚子都要撑破了。","警察破门而入。","隔壁房间里突然爆发出一阵笑声。","冲垮，决口","我的心要裂了","痛哭失声"

"million","","They estimated the number of visitors at 10 million.","It is estimated that the damage was over one million dollars.","The old man left an estate of two million dollars when he died.","The old man left an estate of two million dollars when he died
                                                        
                                                    ","i have millions dollars
                                                        
                                                    ","i work hard for my first million
                                                        
                                                    "
"n. 百万,(the millions)群众
adj. 百万的,无数的","","他们估计参观者人数为1000万。","据估计，损失超过了一百万元。","那老人去世时留下二百万美元的遗产。","那老人去世时留下二百万美元的遗产。","我有百万美元","为了第一个百万而努力工作"

"event","","In any event, the worst that she can do is say no'.","This article discussed the events that led to her suicide.","In the event of rain, the party will be held indoors.","In any event , the worst that she can do is say no'
                                                        
                                                    ","international event
                                                        
                                                    ","event
                                                        
                                                    "
"n. 大事, 事件, 项目, 活动","","不管怎样, 她大不了就是说个｀不＇字.","这篇文章讨论了导致她自杀的一系列事件。","如果下雨，聚会就在室内举行。","不管怎样, 她大不了就是说个｀不＇字.","国际大事","n. 大事,事件"

"as if","","It looks as if it is going to rain.","I felt as if my heart would burst with joy.","It looks as if she's gone away for a few days.","The little girl's lips quiver, as if she is about to cry.","She acts as if she was the boss,telling everyone what to do.","The little girl's lips quiver, as if she is about to cry."
" 好像","","看来要下雨了。","我觉得自己高兴得心花怒放。","好像她已出去好几天了。","小女孩的嘴唇颤抖着，好像要哭了。","她表现的好像她是老板,告诉每个人该做什么","小女孩的嘴唇颤抖着，好像要哭了。"

"at an end","","Our hunt for a cheaper but larger house is at last at an end.","I must warn you that my patience is almost at an end.","The war was at an end."
" 结束","","我们想寻找一幢便宜些但要大些的房子的事终于有了结果。","我必须警告你，我已忍无可忍了。","战争结束了。"

"nation","","I think Japan is a warlike nation.","My judgement was frequently faulty, but my loyalty to the nation could not be questioned.","We should always remember that Japan is a martial nation.","i think Chinese is a one of the most hardworking nations of the world。
                                                        
                                                    ","I think Japan is a warlike nation .","China is the best nation in the world
                                                        
                                                    "
"n. 国家, 民族","","我认为日本是一个好战的国家。","我的判断经常出错，但是我对祖国的忠诚是无可置疑的。","我们应该始终牢记日本是一个好战的国家。","我认为中华民族是世界上最勤劳的民族之一。","我认为日本是一个好战的国家。","中国是这个世界上最伟大的国家"

"canal","","They have to dredge the canal so that ships can use it.","The canal is now open to shipping.","They dragged the canal for the missing child.","canal
                                                        
                                                    ","The canal is now open to shipping
                                                        
                                                    ","The boat moved slowly along the canal."
"n. 运河,沟渠,气管,食管
vt. 建运河,疏导","","他们须疏浚运河河道轮船方可通航.","该运河现已通航。","他们用拖网沿运河打捞失踪孩子的尸体.","运河","该运河现已通航.","船沿着运河缓慢移动。"

"steam","","There was a puff of steam from the engine before it stopped.","Steam has fogged the bathroom mirror.","The car windows steamed up.","boil，steam，stew，fry
                                                        
                                                    ","Steam has fogged the bathroom mirror."
"vt. 蒸，散发；用蒸汽处理
n. 蒸汽；精力
vi. 蒸，冒水汽
adj. 蒸汽的","","机车喷出一股蒸气後就停了下来.","水蒸气把浴室里的镜子遮住了。","汽车窗户上有一层水汽。","煮，蒸，炖/闷，煎/炸","水蒸气把浴室里的镜子遮住了。"

"dirt","","He scoured off the dirt from the floor.","She cleaned the dirt from her fingernails.","Wash the dirt off your hands.","There is much dirt.","Wash the dirt off his face.","Pay dirt
                                                        
                                                    "
"n. 污垢,泥土, 污秽的言行,卑鄙的人,堕落,矿渣","","他擦去地板上的污垢。","她从指甲里剔掉污垢.","把你手上的泥污洗掉。","有许多泥土。","洗掉他脸上的泥污","赚大了"

"ruin","","The rain ruined my painting.","He ruined his prospects by carelessness.","His rashness led ultimately to his ruin.","The news meant the ruin of all our hopes.","Whole neighborhoods of a great American city were left in ruins.","He ruined my affction."
"n. (pl.)废墟,毁灭
v. 毁坏,破坏
vi. (使)破产,毁灭
vt. 毁坏,毁灭","","这场雨把我的画给毁了。","他因疏忽大意而断送了前途。","他的急燥卤莽最终导致了他的毁灭。","这消息使得我们的一切希望都破灭了。","整个美国的临近区域毁灭","他伤害了我的感情。"

"in ruins","","An earthquake left the whole town in ruins.","His career is/lies in ruins.","The invader laid towns and villages in ruins.","You're in ruins 
                                                        
                                                    ","The economy was in ruins after the war."
" 成废墟，毁坏，毁灭","","那次地震过後，全城到处是颓垣断壁。","他已前途尽毁。","入侵者把村镇变为废墟。","你只剩下残骸","〔生活、国家经济等〕崩溃，完全毁坏 C1 if someone’s life, a country’s ECONOMY etc is ~, it is affected by very great problems"

"suffering","","To some life means pleasure, to others suffering.","The patient is suffering from the rheumatism.","He was admitted to the hospital suffering from burns.","bear witness to the suffering of innocent woman man and children
                                                        
                                                    ","Young Chinese seem to enjoy finding happiness in suffering."
"n. 痛苦,受难","","对一些人来说, 人生的意义是享乐, 对另外一些人来说则是受苦。","这个病人受到风湿病的折磨。","他由于烧伤, 被送入医院治疗。","亲眼目睹苦难的无辜的男人女人孩子","中国年轻人看起来挺喜欢苦中作乐的。"

"extreme","","Extreme poverty had reduced them to a state of apathy.","The capital is in the extreme south of the country.","His political views are rather extreme.","Weather is becoming more extreme and unpredictable
                                                        
                                                    ","extreme poverty
                                                        
                                                    ","his ideas are always extreme
                                                        
                                                    "
"adj. 极度的,极端的,尽头的,严重的,末端的
n. 极端,极限","","极端的贫困使他们万念俱灰.","首都在这个国家的最南端。","他的政治观点相当极端。","气候变得越来越极端而且无法预测","极度贫穷","他的想法经常很极端"

"injure","","injured their feelings.","He injured his left hand in a fire.","Don't injure yourself with that tool.","don't injure yourself with that tool
                                                        
                                                    ","don't injure yourself anymore
                                                        
                                                    ","don't injure yourself anymore save
                                                        
                                                    "
"v. 伤害, 使...受冤屈","","伤害了他们的感情","他在火灾中伤了左手。","不要让那工具伤害到你。","不要让那工具伤害到你","不要再伤害你自己了","不要再伤害你自己了"

"survivor","","The sole survivor of the crash was a little boy.","He is the only survivor of the plane crash.","All the ships in the vicinity of the crash joined in the search for survivors.","They said that missile hit as people attempted to rescue survivors and recover bodies from the first attack.","They said that missile hit as people attempted to rescue survivors and recover bodies from the first attack.","I want to be a survivor of the Higt School Exam."
"n. 幸存者","","这次撞车事故的唯一幸存者是一个小男孩。","他是那次飞机失事唯一的幸存者。","撞船事故发生地区的所有船只都参加了搜寻幸存者的工作。","据称，正当人们在爆炸现场实施救援及清理尸体时第二枚导弹击中了同一地点。","据称，正当人们在爆炸现场实施救援及清理尸体时第二枚导弹击中了同一地点","我想成为高考的幸存者."

"destroy","","If the tree falls that way, it will destroy the house.","Before they fled the country, the enemy vainly attempted to destroy all the factories.","The new law operates to destroy our advantages.","Earthquake destroy all house in this city
                                                        
                                                    ","It means to damage or destroy as an act of subversion against an organization or nation.","destroy
                                                        
                                                    "
"vt./vi. 破坏,毁坏","","这棵树向那边倒下就会把那所房子压坏。","敌人在逃往国外前，妄图把所有工厂都毁掉。","这项新法律损害我们的利益。","地震破坏了这个城市的所有房屋","它的意思是施加以破坏或毁灭，作为一种颠覆和反抗组织或国家的行为。","v. 破坏,毁坏 [计算机] 撤消"

"brick","","He had a brick thrown at him at that meeting.","His new house was built by himself, brick by brick.","Her husband is a brick layer.","I bought a brick of ice cream for my daughter.","All in all, it was just another brick in the wall.","brick
                                                        
                                                    "
"adj. 砖似的
n. 砖
v. 用砖围砌,用砖填补
vt. (up)用砖砌,用砖堵住","","那次集会时, 他的头部被一块砖头击中。","他的新房子是他自己一块砖一块砖砌起来的。","她丈夫是个砌砖匠。","我给女儿买了块冰砖。","总的来说，只不过是墙上的另一块砖。","砖"

"dam","","The water deepened after the dam was built.","The dam was not strong enough to hold back the flood waters.","The dam eventually yielded and collapsed under the weight of water.","A big dam was built in the river to block up the water.","There are many big dams in the asia.","We need build more dams
                                                        
                                                    "
"n. 水坝
vt. 筑坝,抑制(情感）等","","堤坝建成後水已加深.","水坝不够坚固，挡不住洪水。","水坝在水的压力下终於决口.","A big dam was built in the river to block up the water.","在亚洲有很多的大坝。","我们需要建造更多大坝"

"track","","The dog followed the fox's tracks into the woods.","We reached the temple through an unfrequented mountain track.","an old wagon track through the mountains.","The dog followed the fox's tracks into the woods
                                                        
                                                    ","THE DOG FOLLOWED THE FOX‘S TRACKS INTO THE WOODS
                                                        
                                                    ","We followed his tracks in the snow to a hut."
"n. 小路, 跑道, 轨道, 踪迹; 惯例, 常规
v. 跟踪, 追踪","","那只狗沿着狐狸的足迹跑进了树林。","我们沿着一条人迹罕至的小径到达了寺庙。","一旧马车的道路穿过山区","那只狗沿着狐狸的足迹跑进了树林。","那只狗沿着狐狸的足迹跑进了树林","我们沿着他在雪地上留下的足迹走到一间小屋旁。"

